,0,1,2,3,4,Label
1,0.0136942625,0.000884625,0.0028599375,-0.0277275375,-0.000252675,1.0
2,0.0246779125,0.0098929625,0.0136341,0.0121077125,0.01276615,1.0
3,0.130141825,0.1267299125,0.127298575,0.1294833875,0.1250838249999999,1.0
4,4.02e-05,-0.0001178,0.0001348,8.6e-06,4.02e-05,1.0
5,-0.092436,-0.0106668,0.00822,0.0046196,0.0079674,1.0
6,-0.0846201999999999,-0.0211693999999999,-0.033392,-0.096685,-0.0287178,1.0
7,0.0015430625,-0.0035748,0.00749895,-0.021113225,0.006810575,1.0
8,0.0198593374999999,0.0110602,0.0172854375,0.015160475,0.0148312625,1.0
9,0.1209835374999999,0.1247546125,0.1318178625,0.1258919125,0.1248444,1.0
10,8.6e-06,-0.0002126,0.0001348,-0.0002442,-0.0002442,1.0
11,-0.1068379999999999,-0.0147726,-0.0033078,0.022622,0.0215482,1.0
12,-0.1045178,-0.02597,-0.0190848,-0.0824726,-0.0234118,1.0
13,-0.0047719625,-0.0039938125,0.005463775,-0.009321175,0.0069303,1.0
14,0.017315375,0.0103419,0.014591825,0.0126464375,0.0078278625,1.0
15,0.1180504999999999,0.1264904875,0.1331048125,0.124515175,0.127119,1.0
16,-0.0001494,-8.62e-05,-2.3e-05,7.159999999999999e-05,-2.3e-05,1.0
17,-0.1112912,-0.0089611999999999,-0.0143303999999999,0.0276438,0.0151684,1.0
18,-0.0996854,-0.0257806,-0.0147896,-0.0529422,-0.0178216,1.0
19,-0.0085130874999999,-0.0033054374999999,0.0016029249999999,-0.004532525,0.0036979625,1.0
20,0.0189614625,0.0059124,0.0125566499999999,0.0089352375,0.0110602,1.0
21,0.1182300625,0.1283161625,0.1278373,0.122809225,0.1320273625,1.0
22,-0.0002442,-0.0001178,-0.0001178,-2.3e-05,-5.4600000000000006e-05,1.0
23,-0.091457,0.0005767999999999,-0.0064345999999999,0.0260646,0.0080622,1.0
24,-0.073945,-0.0208536,-0.0227169999999999,-0.0374348,-0.0152948,1.0
25,-0.0077050124999999,0.0018722875,0.0016029249999999,-0.005250825,0.0076186625,1.0
26,0.01770445,0.00327865,0.0140231749999999,0.007738075,0.0146516875,1.0
27,0.1171227,0.1283461,0.1255626875,0.122150775,0.130800275,1.0
28,7.159999999999999e-05,4.02e-05,-0.0001809999999999,7.159999999999999e-05,-0.0001494,1.0
29,-0.0560204,0.008599,0.0024402,0.0263804,0.0069568,1.0
30,-0.0531,-0.0175056,-0.0226538,-0.0436882,-0.0133998,1.0
31,-0.0060589125,0.0022613625,0.0006152625,-0.0075852875,0.0067207875,1.0
32,0.0116887125,0.0052539625,0.0106411875,0.0075585,0.0140830375,1.0
33,0.1170628374999999,0.131877725,0.1263408375,0.123377875,0.131428775,1.0
34,-2.3e-05,4.02e-05,-8.62e-05,-8.62e-05,-0.0001178,1.0
35,-0.0221,0.0047142,0.0007664,0.0266016,-0.0017288,1.0
36,-0.036582,-0.0153264,-0.0167475999999999,-0.0588166,-0.0208536,1.0
37,-0.0029462875,0.0025905875,-0.0016593375,-0.00578955,0.0034285999999999,1.0
38,0.0087257375,0.0087257375,0.010671125,0.0100426125,0.0141428875,1.0
39,0.1150276625,0.1316981374999999,0.1270591375,0.1246049625,0.1268496375,1.0
40,-5.4600000000000006e-05,-0.0001178,-8.62e-05,-0.0002758,-2.3e-05,1.0
41,-0.0006864,-0.0033393999999999,-0.0018866,0.0278332,-0.00694,1.0
42,-0.0299812,-0.0110942,-0.0098626,-0.0680706,-0.0213587999999999,1.0
43,0.00627185,0.0004356875,0.0017825,0.0039074625,0.0065412125,1.0
44,0.0065109875,0.0117785,0.0104316875,0.0140830375,0.0135742375,1.0
45,0.1159853875,0.127508075,0.1282563125,0.1307703499999999,0.1249940375,1.0
46,-0.0001178,-0.0001494,-0.0001494,-2.3e-05,-2.3e-05,1.0
47,-0.0068452,-0.0105404,0.0063566,0.0206638,-0.002392,1.0
48,-0.0304864,-0.0103994,-0.0042406,-0.061596,-0.0204114,1.0
49,0.009384475,-0.0015096999999999,0.0071098624999999,-0.0027367875,0.0041468875,1.0
50,0.0087855875,0.0090848875,0.011958075,0.014172825,0.012017925,1.0
51,0.12283915,0.1273883625,0.130022125,0.13448155,0.1280767374999999,1.0
52,-0.0001178,-0.0002758,7.159999999999999e-05,8.6e-06,8.6e-06,1.0
53,-0.0390602,-0.0088034,0.0134628,-0.0001496,0.0004506,1.0
54,-0.0376557999999999,-0.0141578,-0.001872,-0.0540476,-0.0309286,1.0
55,0.0051944125,-0.00186885,0.00678065,-0.0141996125,1.66875e-05,1.0
56,0.0081870125,0.0084563749999999,0.0108207625,0.0133946625,0.0119281375,1.0
57,0.1291841,0.1285256625,0.1289746,0.130860125,0.1280468,1.0
58,-0.0001494,8.6e-06,8.6e-06,7.159999999999999e-05,0.0001032,1.0
59,-0.0658427999999999,-0.0019182,0.0072093999999999,-0.0006548,0.0032298,1.0
60,-0.0564164,-0.0117576,-0.0017456,-0.0642806,-0.0302654,1.0
61,-0.0037843,-0.00414345,0.0007349874999999,-0.0155164875,0.00420675,1.0
62,0.0125267249999999,0.0078278625,0.010311975,0.0110003375,0.01162885,1.0
63,0.136397,0.127717575,0.128226375,0.1279869375,0.1312791375,1.0
64,8.6e-06,-2.3e-05,8.6e-06,-2.3e-05,7.159999999999999e-05,1.0
65,-0.070612,-0.0037816,-0.0016339999999999,0.0225588,0.0059143999999999,1.0
66,-0.07085,-0.0070199999999999,-0.0060726,-0.067281,-0.0152948,1.0
67,-0.0114760749999999,-0.00228785,-0.0005519625,-0.0068370625,0.0045958249999999,1.0
68,0.0134245874999999,0.0090848875,0.0092943875,0.0109404875,0.0131253,1.0
69,0.1413353,0.128585525,0.1278073625,0.1246348875,0.1290344625,1.0
70,-0.0001494,-0.0001178,-2.3e-05,8.6e-06,8.6e-06,1.0
71,-0.0445242,0.0004506,-0.005424,0.0416984,0.0025034,1.0
72,-0.0687338,-0.0050301999999999,-0.0026932,-0.0499102,-0.0067358,1.0
73,-0.0120147875,-0.0019586375,0.001094125,0.0048651875,0.0061820625,1.0
74,0.003877225,0.010730975,0.0107908375,0.01162885,0.0137837375,1.0
75,0.134930475,0.127119,0.126939425,0.1261912,0.12604155,1.0
76,-0.0001809999999999,7.159999999999999e-05,0.0001032,4.02e-05,-5.4600000000000006e-05,1.0
77,0.0218008,0.0024088,-0.0046344,0.0376872,-0.0041922,1.0
78,-0.07085,-0.001335,-0.0007666,-0.0343396,-0.0034196,1.0
79,-0.011745425,-0.0010607625,0.0027402249999999,0.0039673124999999,0.0052243375,1.0
80,0.0052838875,0.0069299875,0.0125267249999999,0.012586575,0.0117485625,1.0
81,0.1295133249999999,0.127657725,0.1277475125,0.1313090625,0.12675985,1.0
82,-2.3e-05,-2.3e-05,8.6e-06,-8.62e-05,0.000198,1.0
83,0.0239486,0.0033878,-0.0006864,0.0101465999999999,-0.0010654,1.0
84,-0.0554688,0.002297,-0.0001032,-0.0344028,-0.0080938,1.0
85,-0.0032455875,-0.0024075625,0.002321225,-0.0078845875,0.00378775,1.0
86,0.0011836124999999,0.0068402,0.0107609125,0.014232675,0.011090125,1.0
87,0.122928925,0.12933375,0.128286225,0.132865375,0.128286225,1.0
88,7.159999999999999e-05,-5.4600000000000006e-05,-0.0001178,-0.0002126,-5.4600000000000006e-05,1.0
89,0.0293808,0.0034826,0.0054408,-0.0105404,0.001935,1.0
90,-0.0353186,0.001918,-0.0004506,-0.0461202,-0.01081,1.0
91,-0.0024973499999999,-0.0025572125,0.00378775,-0.0112366375,0.0043264625,1.0
92,-0.000911425,0.0062715499999999,0.0065109875,0.0127063,0.0120478625,1.0
93,0.1199060999999999,0.1296929,0.128166525,0.1285256625,0.12933375,1.0
94,-8.62e-05,7.159999999999999e-05,-2.3e-05,-0.0001809999999999,0.0001032,1.0
95,0.0339919999999999,0.0039562,0.0048722,-0.0052028,0.0008296,1.0
96,-0.0475414,0.0014444,0.0037814,-0.0423302,-0.0051882,1.0
97,-0.00692685,-0.0021382124999999,0.0019321374999999,-0.0085130874999999,0.0038775375,1.0
98,-0.00857325,0.0076482875,0.0071394875,0.011449275,0.0124668625,1.0
99,0.1139801499999999,0.126430625,0.1278073625,0.1257123375,0.1287651,1.0
100,-2.3e-05,0.0002296,-2.3e-05,-2.3e-05,8.6e-06,1.0
101,0.0398665999999999,0.003293,-0.0020762,0.005346,-0.003908,1.0
102,-0.0727134,0.003213,0.0017918,-0.021043,-0.0029458,1.0
103,-0.0091416,-0.0027068624999999,0.0013634875,-0.00507125,0.0039373875,1.0
104,-0.0047423375,0.0089053125,0.007768,0.01213765,0.0125566499999999,1.0
105,0.1159853875,0.1289746,0.1283161625,0.1254729,0.1271788625,1.0
106,-5.4600000000000006e-05,-2.3e-05,-0.0001494,7.159999999999999e-05,-0.0002126,1.0
107,0.0348448,0.0041142,0.000261,0.0141891999999999,-0.0047608,1.0
108,-0.0946637999999999,0.0058028,2.3e-05,-0.0166214,-0.0025668,1.0
109,-0.0205146375,-0.0006716875,0.002889875,-0.0010607625,0.0050148375,1.0
110,0.0010040375,0.0070796374999999,0.0105214749999999,0.0131851625,0.0135443124999999,1.0
111,0.1227792875,0.129872475,0.1290045249999999,0.12604155,0.127148925,1.0
112,8.6e-06,-0.0001178,-8.62e-05,-5.4600000000000006e-05,-0.0001809999999999,1.0
113,0.005567,0.0093569999999999,0.006862,0.0187688,-0.0002128,1.0
114,-0.090558,0.0100033999999999,0.001918,-0.0231591999999999,-0.0046196,1.0
115,-0.0291641375,0.0007649124999999,0.0011539875,-0.0036346625,0.0055535624999999,1.0
116,0.004026875,0.0070796374999999,0.0089352375,0.0121077125,0.0125566499999999,1.0
117,0.128585525,0.1288548875,0.12747815,0.1303513375,0.127867225,1.0
