,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Label
1,0.0136942625,0.0170532122753768,0.0142549018061551,0.000884625,0.0041394904149815,0.0012339426782121,0.0028599375,0.0041691152967083,0.0055368670558026,-0.0277275375,-0.028058735406312,-0.0270547503309592,-0.000252675,-0.0050567077345497,0.0023944060939212,1.0
2,0.0246779125,0.0205787324385263,0.0273130803418081,0.0098929625,0.0102869513604568,0.0074507097756581,0.0136341,0.0107676835188868,0.0124839787260165,0.0121077125,0.0070404815042293,0.0118988176182718,0.01276615,0.0131451681260685,0.0123036874877009,1.0
3,0.130141825,0.1354250430228244,0.1296182305526345,0.1267299125,0.1354319759273863,0.1234174035958921,0.127298575,0.1280824905106501,0.1222424843775023,0.1294833875,0.1306407246394084,0.1274419550935195,0.1250838249999999,0.1210378233795166,0.1298739911033606,1.0
4,4.02e-05,0.0001155127402987,0.0001510223598083,-0.0001178,-6.420341256096435e-05,-2.613929838962508e-05,0.0001348,0.0001165897598378,0.0002839035858361,8.6e-06,-4.219016732857367e-05,0.0001125287640095,4.02e-05,0.0001295870724204,3.832011674132181e-05,1.0
5,-0.092436,-0.0845487532448757,-0.0866813050845107,-0.0106668,-0.0099101481375107,-0.0106832825925273,0.00822,0.0089879867023177,0.0088782366863421,0.0046196,0.0042339893629773,0.0045118612950396,0.0079674,0.0077721955965686,0.0083235932955533,1.0
6,-0.0846201999999999,-0.091721535706178,-0.076628554862091,-0.0211693999999999,-0.0207899819039098,-0.0211655571968057,-0.033392,-0.0302716880723621,-0.0314200010031433,-0.096685,-0.092678424067453,-0.1015663346100302,-0.0287178,-0.0308425787629306,-0.0261347272150246,1.0
7,0.0015430625,0.0026377844475558,-0.0007845351440312,-0.0035748,-0.0022167073509293,-0.0076586793630958,0.00749895,0.0044788387469046,0.0077081885682489,-0.021113225,-0.0206428642169837,-0.014860204686481,0.006810575,0.0068927931669621,0.0046632270536601,1.0
8,0.0198593374999999,0.0213548428612871,0.0176150453253864,0.0110602,0.0133478369565352,0.0134588191951572,0.0172854375,0.0210480611786084,0.0141065103689609,0.015160475,0.0143263461615455,0.0126610311323984,0.0148312625,0.0109916699956118,0.0152722390281025,1.0
9,0.1209835374999999,0.121782018934237,0.1244293036241151,0.1247546125,0.125830420314307,0.1233762954805368,0.1318178625,0.1309043238463252,0.1337568366439858,0.1258919125,0.1224676517137658,0.1251779767143778,0.1248444,0.117327720439512,0.1274337778131331,1.0
10,8.6e-06,-1.8167024677319e-05,9.698730126448075e-05,-0.0002126,-0.0002296714818128,-0.0001357558188656,0.0001348,0.0001157265570328,0.0001361595651482,-0.0002442,-0.0003551315496,-0.0002372914449374,-0.0002442,-0.0002870033148965,-0.0002388724833968,1.0
11,-0.1068379999999999,-0.0979366161023791,-0.100028421382479,-0.0147726,-0.0134266567337049,-0.0147123398400711,-0.0033078,-0.0035263006180872,-0.003633289832236,0.022622,0.0205743156723858,0.0222503299524681,0.0215482,0.0206981047189039,0.0223019711126403,1.0
12,-0.1045178,-0.1135808769766365,-0.0946475229923277,-0.02597,-0.0254550838720735,-0.0259753208722636,-0.0190848,-0.0172229778721677,-0.0177620033436841,-0.0824726,-0.0789217493217128,-0.0864767485662559,-0.0234118,-0.0250873388888039,-0.0213070012126483,1.0
